,ID,Comment
97,박혜원,난옴걸노래가재일좋더라ㅋㅋㅋㅋㅋㅋ
98,해리,썸네일승희미쳤냐진짜ㅜㅜ존나설렘
99,🍣초밥TV,1분에유아님넘눈이이쁜거실화냐구여ㅜㅠ저는많이설렜어요ㅜㅠㅠ
100,세빛,진짜소화할수있는컨셉다채롭다..기본몽환동화베이스는유지하고그위에매번다른느낌의재료들을넣어완성시키는느낌.다양한컨셉을다소화한다는게앞으로더기대되는그룹인것.
101,5844김채현,미미예전이랑넘달라졌옹ㅠㅠ넘귀여웡
102,설백란,비니라는언니는얼굴이진짜작은데눈도커서너무예쁜것같다내가좋아하는잘생쁨스타일~♡
103,JonBoll,EveryoneaWINNER!
104,MunkhtulgaSod-Erdene,Trylisteningitat1.5xspeedMimirapisawesome
105,dfgabc,2:54으악귀여워으악
106,ermanyudistira,2020songoftheyear.thesongthatbringOMGtothetop
107,최창환,요즘오마이걸한테푹빠지고춤추는것도넘현란하고이뻐서한번따라춰볼려고했는데(남자입니당ㅎ)확실히난이도가있고몸을빠르게움직여서해야되는거니저같은몸치일반인은소화해내기쉽지않은춤이네요..ㅠㅠ오마이걸흥해라~홧팅~❤❤👍
108,yousol,2:54ㅈㄴ설렜어누나ㅠㅠ
109,치킨,처음티저보드판을보고바나나2탄이라하던나를욕한다이런갓컨셉을몰라보고ㅠㅠㅠㅠㅠ노래개좋아ㅠㅠㅠㅠ마지막에논스탑아린파트완전청량그자체라구ㅠㅠ
110,미또,이정도면지구뿌셔우주뿌셔개설렜어로바꾸지ㅡㅡ
111,김가현,글렀어..살짝설레기엔..뿌셔라아주ㅠㅠ흐엉💕
112,쟤노야콩머거도키안커,2:55미쳤나봐진짜언니사랑해나여덟살이야.......
113,옘꿀,아린이는요살짝설랬어난이아니라삐약삐약도어울려욧
114,코랄블루,와진짜다이쁜데이쁜스타일이달라비니단아함미미힙함효정밝음지호화려함아린순수한승희발랄한유아체리마루
115,모아&미라클,0:06김죠좀보세요ㅠ진짜넘예쁘고잘생김도약간있고.....죠내가넘사랑해♡
