,ID,Comment
91,Dohwadohwa,ㅇㅁㄹㅍㅌㅏㅡㄹㅏㅌ
92,홍다니엘,아모르파티
93,두리,이모노래너무줗앙~
94,산딸기,초반반주나만메타톤저택(?)브금같나?
95,체리,아모르파티.
96,형근호,개모르파티
97,loverchem,"아모르파티는사랑의운명즉,운명애(愛)으로해석해야되지만흔히들알려진'운명을사랑하라'도논조에선크게벗어나지않습니다.오히려더강렬해서직감적이라생각합니다.'신은죽었다'로유명한니체의명언으로이는단순히운명론적관점에서인생을긍정하는말은아닙니다.운명론적관점이라하면운명을받아들이고미래에대한개척의지를상실하는것으로이해할수있으나,니체는사람은필연코사랑하는객체가더좋아지고행복해지기를바란다는철학에근거해운명을사랑함으로써자신의미래를개척해나갈것을주장했습니다.자신의운명을사랑한다면미래를찾고가꿔갈원동력이될것입니다.물론인생이한탄스럽고도저히운명을사랑할수없는사람도존재하겠습니다만,허무에빠져도더나아질것은없을겁니다.잠시멈추어도괜찮습니다.다만자신을사랑하는데에집중하신다면다시일어날수있을것입니다.나를사랑하기힘들다면나를사랑해줄누군가도큰도움이될겁니다.사랑받음으로써사랑하는법을배우고자신을사랑하는것을배우면충분하다고생각합니다.다만그전에거울을보고판단해야겠죠?^-^"
98,곰돌이,노래중독성쩐다
99,쭈스티비!!,탈모르파티~~~~~~ㅋㅋㅋㅋㅋㅋㅋㅋ
100,노현창,ㅁㅁㄹㄷㅁㄹㅁㄷㅁㄷㅃㅃㅇ
101,JH,ㅁㅁㄹㄷㅁㄹㅁㄷㅁㄷㅃㅃㅇ
102,아기벨라,우와진짜노래진짜잘한다
103,행복한산책,곡은신나고가사는슬프다ㅜ
104,Dohwadohwa,아모르파티~~
105,양민경,좋다아모르파티😊
106,되고싶다고래가,이곡이새해첫곡인사람!!
107,진인사대천명,아모르파티ㅊㅍ
108,이알평대군,김연자사랑해요노래너무좋아요
109,지크리스탈,영상에좀쓰도록할게요!
110,Baek설산,나모솔인뎈ㅋㅋㅋㅋ
111,yongtaekim,탈모르파티듣고왔슴다
112,유쨈,학생인데너무위로된다ㅠㅠㅠㅜㅠ감동먹었음
113,SCVTerranUnit,1절가사부터2절가사끝날때까지공감이다가버리는노래...진짜좋아요.
114,이승현석81,ㅋㅋ아모르파티
115,장파란만장,김연자최고!
116,대박정TV,저도2부회식자리서한잔얼큰히!~~기타치며불려난리났는데연자누님한테누늘끼첬네요EDM은기타로표현을못해입으로~~ㅍㅎㅎ죄송합니다~~이번전국노래자랑에이곡으로예심도전해볼려고요~~~울고2아들이기타들고저는노래만집중해서도전!!~응원해주세요~~
117,백현숙,와..진짜노래잘하시네요
118,EmilyyBb,ㅋㅋㅋㅋ♥
119,극한의팝콘맨,ㅁㅁㄹㄷㅁㄹㅁㄷㅁㄷㅃㅃㅇ
120,ATS현,파튜!!파튜!!
121,김효금,멋져부러요...
122,웅앵,0:43
123,오타쿠쿠쿠,아십ㅋㅋㅋㅋㅋㅋ봊나웃기다내인생곡
124,김진숙,오늘보다더나은내일이면돼👍🏼👍🏼힘들때듣고다시용기내는이곡🎶🎶인생사가담긴이아름다운곡🎤🎙🎺
125,가수채광배,좋아좋아뷰려시유아싸가오리좋아좋아뷰려시유연자누나사랑해요
126,김유경,ㅋㅋㅋ
127,김윤희,댓글도너무많이보고있어요
128,빼랙,나장기자랑으로아모르파티해서1등했는데ㅋ
129,김수연,장기자랑재미있게너무웃겨서
130,phnbhd510,구독자파티
131,GemmaJoySarmientoh,김!연!자
132,캔디유,최고!최고!최최고♡♡♡♡♡♡
133,엔블과친구들의이야기,애들려주니깐좋아함
134,김소은,노래잘해요
135,블라스터사운드,ㅁㅁㄹㄷㅁㄹㅁㄷㅁㄷㅃㅃㅇ
136,박은주,들으면노래방가고싶응
137,방아인,저올해까지도좋아하고사랑할게요!!!
138,김수진,굿굿굿와우부라부ㅇ야야ㅑ야야야야야ㅑㅇ야아모르파티뚜뜨뜨뜨
139,박진성티비,아무로파티💜최고!
140,김하경,짱!!!!!!!!!!!!너무멋있다ㅋㅋㅋㅋ
141,ᄋᄋ,ㅌㅁ르파티ㅠㅠㅠ
142,Dohwadohwa,ㅇㅁㄹㅍㅌ
143,이봉화,와우환상적이야!
144,uno,음나는이거탈모르파티듣기전까지있는지도몰랐는대
145,홍나준,아모르파티화이팅우리김연자도화이팅힘내세요
146,김순정,이거유명하더라
147,sj,가사존나공감...
148,늑딩,아모르파티초대장주세요
149,입몬,크흠...탈모르파티!!!!!!!!!!민머리대머리맨들맨들빡빡이~!~~~
150,박윤수,1:13
151,남현우,ㅋㅋㅋㅋㅋ
152,deltak,지난번이만갑탈북자가아모르파티연주해서찿아왔습니다.노래좋네요
153,JT,너무좋아요~
154,·-·,탈모르파티도보셈재밌ㅋㅋ
155,뽀뽀뽀,김연자
156,KarenKim,아모르파티생각보단쉽지않네요
157,추명균,너무재밌다아아아
158,추명균,완전짱!
159,영원히남아이돌,김연자♥
160,조껀희,아모르파티
161,jamesdicaffrio,아모르파티
162,정형우,Wow&-&
163,김태규,이거들으면기분이좋아요
164,순딩이,이노래뭐야넘좋타ㅋㅋㅋ
165,박준형,아모르파티
166,김군희,진짜잘부르신다
167,임화영,노래가너무좋아서저절로콧노래나온다~~^^*연자언니사랑해요♡
168,진혁,5년전에들었던노래인아모르파티가이게김연자의히트곡이었네요인생을살면서세상이힘들면치유하는노래를들으면서그렇게조금이나마위로가되는그런노래를들으며하루를시작해봅시다
169,정태연,연자언니는노래너무잘불러요
170,Riamaac,"즐겁게살수있어요!다이해하고,다깨닿고,좋은마음으로...최고의노래!짱!짱!"
171,유혜지,한잔해~~한잔해리듬짱이네요~~
172,딕데이터,ㅌㅁㄹㅍㅌ
173,엄청부탁해요엄마,"야,"
174,김영숙,항상내일이내일
175,이비누,울엄마이노래드러서춤쳐써요
176,구미호,가사와노래찾는데도움이됬어요가사와노래올려주셔서감사합니다
177,설화Seolhwa,1.25배속으로듣다가들으니너무느령
178,유림ユリム,아모르파티가탈모르파티로들리는건무엇....
179,캔디유,김연자님!최고에요아프로도화이팅팅
180,로블록스쟁이,맨들맨들꼬불꼬불머리ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ↓
181,도레미,띵언을띵곡으로만들었네
182,쿠키아빠,힌마디로쥑인다
183,_Y,이거우리역사썜이좋아하는데맨날이거틀고혼자서춤추셔요ㅋㅋㅋ거의뭐고고장분위기
184,홍나준,김연자씨화이팅
185,꼬소high,정말띵곡이네요
186,쟈기바라기여보,아모르파티노래좋아용~~
187,린혜,정말띵곡...가사너무좋다
188,윤선혜,예뻐요
189,웅앵,0:42
190,러브체인,이.노래너무~~~~좋아요..😍😘아모르.파티😍😍😍😍😍😋😃😃😍😎🤗🤗🤗🤗🤗😄😄😄😍😘😘😘😘😍😍😍😘😎😎😍😇
191,r1,2020년새해복많이받으세요~
192,이택건,명곡중의명곡
193,KSJUNG,by.갱복치
194,예쁜월이,노래진짜좋으다
195,홍건,아모르파티!!!!!!!!!!😁👍🏻ㅋㅋㅋㅋㅋ
196,최윤제,인생은비참하다.
197,이선영,김연자언니아모르파티노래가좋아요~^^
198,고윤희,아싸!!
199,이선영,이선영님은김연자언니노래아모트파티노래가신나요~^^💖😋
200,김로드워,와굿노래정말잘하네요
201,허욱,이런노래들으면정말너무좋아요
202,아꿍지니,진짜진짜제미다💜💜💜💜💜💜💜💜💜💜💜💜💜💜
203,imterk,마음에들고재미있어요♥♥♥♥
204,숟가락젓가락,오늘도이뻐요
205,安海星,この曲は最高
206,LYS티비,???:ㅁㅁㄹㄷㅁㄹㅁㄷㅁㄷㅃㅃㅇ
207,최하나,노래멋져요ㅎㅎ
208,최창규,전아모르파티도좋고탈모르파티도좋아요
209,오영자,아모르파티
210,rlawnstjd,아모르파티!!~~
211,맞춤법틀리면_우는고양이,다들가슴에와닿는다는데난왜그렇게와닿지가않지아직어려서(?)그런가
212,YuriPark,"노래너무좋아용~~~!!요즘저가많이듣고있어요.요즘시대에들으면공감이가고좋아요.김연자언니항상퐛팅하시고, 더많이좋은음악내주세요!!항상응원할게욥크~~그리고여러음악창고님올려주셔서감사해여%"
213,강혜련,마음이날라간다
214,gnik8827,넘나명곡
215,Riamaac,내운명을사랑하라!😟😫😭😂😅😃😆😉😍😊
216,19살에요정채림예쁜이,촣아해요💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕
217,JionLee,ㅠㅠb
218,차현주,이노래흥이나
219,석가모니,너무좋아요
220,김도현,가슴이뛰는대로어깨춤도들썩인다아!
221,김윤희,다만제가좋아하는제글중제마음에드는부분이너무좋아요저는너무좋아하는제가제글처음보는중
222,잉여프로필,ㅁㅁㄹㄷㅁㄹㅁㄷㅁㄷㅃㅃㅇ
223,조수빈수빈,막내동생겁나좋아함
224,랄랄ᄅ라라라ᅡ라라라ᅡ라라라ᅡ,이흥겨운노래뛰어지나온닐로...그는대체....
225,레누,노래좋아서하루종일듣고싶다
226,김하경,아모르파티ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
227,KSJUNG,아모르파티가자꾸탈모르파티로들린다
228,EylülZeynepKayalı,0:42아이린파티
229,이민규,탈모르파티~~
230,킬버tv,이노랜중독성너무강하다...
231,이기인,민머리대머리맨들맨들빡빡이
232,deltak,아이게아모르파티구나..처음듣네
233,임혜경,뭉클한가사네요!!!모두화이팅~^^
234,도라지,탈모르파티
235,ஐ,흥이넘친다🎶🎵
236,옌쿄_아린,블루트스로들으니깐더좋네요!!!
237,박지영,이것!알아요^^학교체조로해요♥
238,DOKU,아오
239,melonsoda,가사가너무좋다니까
240,이한설이,1:431:57
241,내일모레,0:42
242,나.,ㅠㅠ인생노래
243,김영민,아나지금빠졌네.....ㅠㅠ넘좋아요
244,이효명,탈모르파티~민머리대머리맨들맨들빡빡이~~
245,송강한YouTube,탈모르파티노래인줄
246,김정화,너무좋아요
247,"1호선뱀눈이[게임,동영상,지하철,버스]",자막도나오네요.
248,최영숙,"김연자님너무좋아요아모르파티너무잘듯고있어요😀사랑합니다,"
249,룬뽀,2:14
250,다은다은다은,0:37
251,손광호,😀파티
252,JekookKil,슬펐던행복이여
253,하정은,와요좋아요
254,이가람,블링블링도좋아요!!!!호우!!그냥다좋아요.....
255,Minikami,Temazo!!!!!
256,이비누,탈모르파티~~~~~~
257,제육빌런,아모르파티<<탈모르파티조회수탈모르가더많음ㅋㅋㅋㅋ
258,김세웅,수고했어요
259,한지우,어거작은음악회에서했는데
260,jeoungwoopark,"최고의가수,최고의노래!"
261,Fioren,니체의운명애ㅡAmorfati
262,Cathy'sstorytime,우리애8살인데이노래가너무좋대요
263,sg위너비,마음이진짜~결혼이진짜??(가슴이뛰는대로하면되.....)야~이노래진짜듣기좋은대요
264,냠냠냠,목소리좋음~♡♡
265,이지영,숙제하며이거듣다가울컥함
266,송수빈,무서울때이거들으면안무서움ㅋㅋㅋㅋㅋ
267,사랑은사치다,아로또파티
268,튜브세유,너무좋아요노래
269,주권재민삼권분립,김연자의아모르파티前에망치를든독일의철학자니체가있었다
270,İbrahimAkkoyun,😍😍👍👍👍좋아요
271,????,탈모르파티보고오신분손
272,강고운,저는어린이집에서재롱발표로했어여
273,최예나,"lookingfortheenglishcomment,😂"
274,건들면죽인다,탈모르파티~!
275,모든걸즐기자TV,연자누나..최고에요..👍👍👍👍👍
276,실비아,가사너무슬프다ㅜㅜ아모레파트가사처럼살고싶지만그렇게살지못하는내인생도슬프고말해뭐해쏜화살처럼사랑도지나갔지만..옛사랑생각도난다ㅜㅜ가슴이뛰는대로가고싶지만용기가나지않는다노래들을때마다울음ㅜㅜ
277,짱조아,아모르파티
278,ᄋᄉᄋ,구해줘2보고알았당
279,PUREVSURENBATBOLD,눈물은이별의거품을뿐이야ㅜㅜ
280,카렌,이게얼마나유행이면탈모르파티라는것도만들었을까
281,로우도우,예!!아모르파티
282,유튜브그만봐!!!,1:09
283,채은찡,너무좋아요
284,Sungmikim,짱!
285,채령,이거제목라틴어맞죠?라틴어명언
286,피지발리,연애는선택결혼도선택~
287,청공령,각색해서탈모르파티올렸는데대박터짐ㅋㅋ
288,Goodanw,가사를처음봣어요💕😂😂😂👏🏻👏🏻👏🏻😂😂😂
289,박윤수,1:12
290,문병용,아이들이좋아하네요~~
291,박미화,오마이갓
292,박소은,나유튜버
293,정현수,송암47번3346호에어울리는노래ㅋㅋ
294,신두철,으중독된다!※_※
295,오재복,아모르는무슨뜻이에요?
296,YHG3119,트로트EDM
297,김근애,1동
298,최승식,💕
299,W.Tcat,탈모르파티
300,솜토,편집존경스럽습니다...
301,주보키,탈모르파티~~~이거보기전에탈모르때문에너무탈모르파티로들려;;
302,EnokOh,명곡이다ㅋㅋ
303,마당을나온암탉못했으시기,꿀꿀댔으셔요
304,타락이여,1:42
305,BradPyo,탈모르파티때문에이노래알게된1ㅅ
306,쿠키아빠,레전드오브레전드
307,쭈스티비!!,ㅋㅋㅋㅋ
308,자운영,정서가득한옛메들리부터엔까는물론한발앞선최신트로트까지완벽한연자님노래에신이라아니할수없다아모르파티
309,이상훈,서늬너늰
310,서우찡,파마핸어요
311,김유진,아모르파티~~~!!!!!
312,이주은,듣고있는데동생이옆에서춤추고따라부르고있음ㅋㅋ
313,02랑족구랑,가사야인생이야인생의철학이고스란히담겨있는노래근데리듬은엄청신나두가지를다만족시키는노래네요김연자파이팅!!!
314,짜파게티오리사,저출산장려노래
315,원딜왕자주환민,탈모르파티
316,콘팝,ㅋㄲ4ㄱ4ㄴㅅ
317,정주원,난가사다왜움ㅋ
318,둥이커염,졸라내적댄스추게하는노래다
319,신미숙,우와
320,이하린,00:37
321,태클을걸지마,전원래트로트가좋아요
322,ZENITH제니스,아모르파티아카펠라버전입니다~~!!!https://youtu.be/BoiF1LDyRas😎😎😎😎😎
323,모모집사,2020있냐?
324,김윤희,ㅋㄱㄹㄲㄴㄱㄴㄷㄱㅅㄱ
325,흔해빠진댓글러,0:44내귀에서민머리대머리맨들맨들빡빡이가들려요
326,섹맛,트로트들이가사들이좋아..ㅋ
327,히힛,1:57
328,임효정,유투부
329,_송월,나이노래틀고막춤추고있었는데엄마들어와서뻘쭘했다..
330,므믐,0:340:413:28
331,픽쳐YouTube,민머리~대머리~맨들맨들~빡빡이!
332,마종효,킥킥
333,대한민국-japan-korea일본령,이거아까전에미스터롯에떴어요
334,난그냥사람임,탈모는죄가아냐
335,이정숙,그러게요탈모르파티가생각나내요
336,비둘기,민머리대머리맨들맨들빡빡이
337,최미경,멋진니다
338,pado,Amorfati니체를트로트에서만나다.
339,그럼요당연하죠,기말준비할때중간에이거듣고하면텐션올라가서공부잘됨
340,SpaStink,"사이버펑크2077년,지금나이트시티에서도이노래는포스트모더니즘곡입니다"
341,MichaelShim,이노래엄청좋아요
342,용팔이돌아온,"사실노랫말은슬프긴해여.그래두웬지다시시작해잘될꺼같은...,"
343,든프레디골,탈모르아모르
344,연수,이노래를들을때마다완전신나요~짱~♡
345,눈꽃얼음,제발탈모르파티내머릿속에서꺼져줘....
346,수박두개//,중독성쩐다ㄷ
347,김경선,연자이모파이팅
348,K테레사,예전부터연자언니팬이예요
349,김지윤,엄청시나네
350,라라라,자.라.나.라머리머리머리머리머리머리머리머리
351,MMX300,어르신과10대와20대인나까지사로잡은노래조용필이후처음이다
352,JamesJim,노래좋다..하면서추천클릭하려고봤더니이미클릭함
353,오영자,연애는필수
354,zeonbell,민머리대머리맨들맨들빡빡이
355,이미경,아모르파티
356,숟가락젓가락,행복이야
357,oretbanjangTV포렛반장FRBJf,Myselflove!♥
358,Dohwadohwa,아모르퐈팅~
359,송유투songyouto,국민가수화팅!!!!
360,최기복,무대일등했어요
361,のぐごん,민머리
362,정시후,시후재로잔티
363,이시우,국민가요
364,박세영,아🌺모🌺르
365,w-wonJ,수능금지곡
366,허민웅,잘하네요
367,어몽어스,어슈퍼맨이돌아왔다보고있었는데그나왔다
368,김유신,계속탈모르파티로들려요
369,최영진,하..오늘시험으로아모르파티나왔는데amorffati라써서틀렷습니다..
370,변성호,노래1등역주행중아모르파티ㅋㅋ
371,김인,와
372,김인,와
373,김근애,와
374,해해린,탈모르파티들은사람좋아요ㅋ
375,셜sherlock,목소리좀....
376,purplestella,나이는숫자마음이진짜연애는필수결혼은선택~캬~!!!
377,Seinlee,노래가너무멋진네요
378,최루비,아모르파티
379,haerinjung,다같이아모르파티!
380,"1호선뱀눈이[게임,동영상,지하철,버스]",아모르파티
381,KROOKEY-,집에서엄마가계속틀어주셔서그거듣다가여기까지와버렸따..☆
382,손선희,아모르?탈모르?
383,soyou의tv,와김연자아!!!!!!!!!!!!!
384,김윤미,나이는숫자~마음이진짜~
385,김기생,Thanks
386,뱀눈이,선진고속7000번6182호기사님이노래들으면서기사님이과속해서저죽을뻔아그리고저6학년학예회때얘들이랑이노래불렀어요ㅋㅋㅋㅋㅋㅋ
387,데용갤러리,세계최초edm트로트
388,skullyi78,서겨2ㅑㅑ3ㅕ도ㅑ9ㄷ표도ㅅㅁ요ㄷㅁ22져ㅕ뎌3ㅕㅑ도뎌ㅗ고뎌ㅕㅓㅓㅓㅓㅗㅗ2ㅕ조3ㅕㅕ댜댜배제1ㅔㅕ3ㅗ됴도더ㅑ쟞9093ㅑ3ㅕ9ㅑ0000
389,중짜낚시,아몬드파티
390,이선희,산다는게다그런거에용
391,쭈스티비!!,1/ㄷ느/-----------##^^~~~~~~~@@ㅎㅎ추억의노래
